city,id,url
Hanoi,1,https://www.youtube.com/embed/l5H6jl_g2XE
Hanoi,2,https://www.youtube.com/embed/5OzrpNCyXqs
Hanoi,3,https://www.youtube.com/embed/unTGXgUBbuQ
Hanoi,4,https://www.youtube.com/embed/T0gwaAP5k9Y
Hanoi,5,https://www.youtube.com/embed/aPYAUdPa7V4
Hanoi,6,https://www.youtube.com/embed/Wc_F_BesIT0?si=6bPAmqzkgMTWpWPw
